S/No.,REGION,COUNTY,SUB COUNTY,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/ SNE/INTEGRATED,DISABILITY TYPE,ACCOMODATION TYPE,GENDER
1682,NYANZA,HOMA BAY,RANGWE,X3TP,41742129,GOD KADO MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1683,NYANZA,HOMA BAY,RANGWE,PAC2,41742120,GOD MARERA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1684,NYANZA,HOMA BAY,RANGWE,MAC3,41742103,KUOYO KOCHIA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1685,NYANZA,HOMA BAY,RANGWE,BZZE,41742113,LUDHE DONGO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1686,NYANZA,HOMA BAY,RANGWE,DYB2,41742102,LUORA MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1687,NYANZA,HOMA BAY,RANGWE,PXDD,41742121,LWAHO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1688,NYANZA,HOMA BAY,RANGWE,4RRL,41742130,MANGA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1689,NYANZA,HOMA BAY,RANGWE,AW38,41742136,MARIENGA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1690,NYANZA,HOMA BAY,RANGWE,SYF6,41742118,NYAJANJA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1691,NYANZA,HOMA BAY,RANGWE,SA28,41742128,NYAKWADHA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1692,NYANZA,HOMA BAY,RANGWE,YDBF,41742132,NYANDEMA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1693,NYANZA,HOMA BAY,RANGWE,9DLQ,41742109,NYANDIWA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1694,NYANZA,HOMA BAY,RANGWE,3MCG,41742108,NYAWITA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1695,NYANZA,HOMA BAY,RANGWE,XZ66,41742114,ODIENYA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1696,NYANZA,HOMA BAY,RANGWE,KUN5,41742104,OLARE MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1697,NYANZA,HOMA BAY,RANGWE,X4HA,41742125,OLUSO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1698,NYANZA,HOMA BAY,RANGWE,39EK,41742122,OMOCHE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1699,NYANZA,HOMA BAY,RANGWE,6LGX,41742117,ONGETI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1700,NYANZA,HOMA BAY,RANGWE,AR9T,41742124,OPINDE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1701,NYANZA,HOMA BAY,RANGWE,5WQU,41742105,ORERO BOYS SECONDARY SCHOOL,C1,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1702,NYANZA,HOMA BAY,RANGWE,KYWF,41742135,RANGWE GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1703,NYANZA,HOMA BAY,RANGWE,WTK8,41742126,ST ALBERT CHIEPE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1704,NYANZA,HOMA BAY,RANGWE,5L8J,41742116,ST STEPHEN ANGIRO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1705,NYANZA,HOMA BAY,RANGWE,LLZX,41742115,ST. DOMNIC RABANGO MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1706,NYANZA,HOMA BAY,RANGWE,E9SX,41742107,ST. ELIZABETH KOYOO MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1707,NYANZA,HOMA BAY,RANGWE,DNYF,41742112,ST. FRANCIS ANDIN'GO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1708,NYANZA,HOMA BAY,RANGWE,F227,41742134,ST. JOHN'S GOT KABOK MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1709,NYANZA,HOMA BAY,RANGWE,P38V,41742133,ST. JOSEPH'S GUL-KAGEMBE MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1710,NYANZA,HOMA BAY,RANGWE,DK8V,41742141,ST. LILIAN NYOPUGE GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1711,NYANZA,HOMA BAY,RANGWE,W4UW,41742137,ST. MARY'S KACHAR GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1712,NYANZA,HOMA BAY,RANGWE,QVVZ,41742119,ST. PAULS AOCH MUGA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1713,NYANZA,HOMA BAY,RANGWE,QYQ2,41742101,ST. PAUL'S SECONDARY SCHOOL - LIGISA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1714,NYANZA,HOMA BAY,RANGWE,LUZ3,41742131,ST.JOSEPHINE BAKHITA GIRLS' SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1715,NYANZA,HOMA BAY,RANGWE,5KAX,41742111,WIKOTENG MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1716,NYANZA,HOMA BAY,SUBA,3J9Z,41709105,GINGO MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1717,NYANZA,HOMA BAY,SUBA,2JXU,41709202,GOD BURA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1718,NYANZA,HOMA BAY,SUBA,JEG4,41709204,GOD-OLOO MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1719,NYANZA,HOMA BAY,SUBA,AG5M,41709227,HON. JOHN MBADI KOYOMBE MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1720,NYANZA,HOMA BAY,SUBA,PRYQ,41709228,JOHN MBADI LIGONGO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1721,NYANZA,HOMA BAY,SUBA,3QMH,41709221,JOHN MBADI OMA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1722,NYANZA,HOMA BAY,SUBA,DZDJ,41709219,KIABUYA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1723,NYANZA,HOMA BAY,SUBA,KUDS,41709112,KIANYUMBA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1724,NYANZA,HOMA BAY,SUBA,J88U,41709215,KIEMBE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1725,NYANZA,HOMA BAY,SUBA,X8CT,41709217,KIKUBI GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1726,NYANZA,HOMA BAY,SUBA,HAPW,41709216,KISAKU MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1727,NYANZA,HOMA BAY,SUBA,CULD,41709218,KISEGI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1728,NYANZA,HOMA BAY,SUBA,ZPRE,41709211,MAGUNGA TOWNSHIP SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1729,NYANZA,HOMA BAY,SUBA,974P,41709220,MARK MATUNGA KIWA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1730,NYANZA,HOMA BAY,SUBA,XJZM,41709233,MIRAMBA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1731,NYANZA,HOMA BAY,SUBA,V9BE,41709101,MOI GIRLS' SECONDARY SCHOOL - SINDO,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1732,NYANZA,HOMA BAY,SUBA,VMFX,41709108,MSARE MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1733,NYANZA,HOMA BAY,SUBA,UJ62,41709229,MWIRARIA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1734,NYANZA,HOMA BAY,SUBA,E9Z9,41709119,NGERI MIXED,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1735,NYANZA,HOMA BAY,SUBA,XU99,41709109,NYABERA GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1736,NYANZA,HOMA BAY,SUBA,7HGT,41709104,NYADENDA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1737,NYANZA,HOMA BAY,SUBA,RKR9,41709207,NYAGWETHE MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1738,NYANZA,HOMA BAY,SUBA,C4D9,41709110,NYAKIYA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1739,NYANZA,HOMA BAY,SUBA,JBNB,41709234,NYAMADEDE MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1740,NYANZA,HOMA BAY,SUBA,6CJP,41709205,NYATAMBE SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1741,NYANZA,HOMA BAY,SUBA,XHAE,41709103,NYATOTO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1742,NYANZA,HOMA BAY,SUBA,SPWA,41709212,NYENGA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1743,NYANZA,HOMA BAY,SUBA,URZJ,41709106,ONYWERA BOYS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
1744,NYANZA,HOMA BAY,SUBA,L9NS,41709114,RAGWE MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1745,NYANZA,HOMA BAY,SUBA,4HE2,41709115,ROWO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1746,NYANZA,HOMA BAY,SUBA,LD5J,41709213,SEKA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1747,NYANZA,HOMA BAY,SUBA,V5MX,41709113,SINDO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1748,NYANZA,HOMA BAY,SUBA,8Y37,41709208,ST ANTONY NYANDIWA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1749,NYANZA,HOMA BAY,SUBA,TUXB,41709206,ST CHARLES WIGA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1750,NYANZA,HOMA BAY,SUBA,22XE,41709226,ST JOSEPH OLANDO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1751,NYANZA,HOMA BAY,SUBA,WUZV,41709210,ST. GREGORYS OBANGA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1752,NYANZA,HOMA BAY,SUBA,5SQ2,41709209,ST. MARCELLIN KIGOTO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1753,NYANZA,HOMA BAY,SUBA,H4AK,41709203,ST.GABRIEL'S GWASSI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1754,NYANZA,HOMA BAY,SUBA,L8WJ,41709201,TONGA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1755,NYANZA,HOMA BAY,SUBA WEST,BVFZ,41752201,KAKIIMBA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1756,NYANZA,HOMA BAY,SUBA WEST,FYJQ,41752204,MAUTA MIXED SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1757,NYANZA,HOMA BAY,SUBA WEST,63B7,41752207,NYAKWERI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1758,NYANZA,HOMA BAY,SUBA WEST,QS2A,41752206,PROFESSOR KAREGA MUTAHI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1759,NYANZA,HOMA BAY,SUBA WEST,YY7C,41752203,SENA MIXED DAY SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1760,NYANZA,HOMA BAY,SUBA WEST,GRHW,41752202,UOZI SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1761,NYANZA,HOMA BAY,SUBA WEST,MBY4,41752209,WAKULA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1762,NYANZA,HOMA BAY,SUBA WEST,DHGS,41752208,WASAMO GIRLS SECONDARY,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1763,EASTERN,ISIOLO,CHERAB,8VYM,17377102,DADACHABASA SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1764,EASTERN,ISIOLO,CHERAB,D3XJ,17377101,KORBESA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1765,EASTERN,ISIOLO,GARBATULLA,NWAZ,17322203,ALGANI GIRLS DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1766,EASTERN,ISIOLO,GARBATULLA,WUBX,17322201,BISANADHI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1767,EASTERN,ISIOLO,GARBATULLA,Q78U,17322102,GAFARSA MIXED DAY SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1768,EASTERN,ISIOLO,GARBATULLA,ZXZL,17300015,GARBATULA HIGH SCHOOL,C1,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1769,EASTERN,ISIOLO,GARBATULLA,DE6M,17322103,GARBATULLA GIRLS DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1770,EASTERN,ISIOLO,GARBATULLA,63HE,17322202,KULAMAWE SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1771,EASTERN,ISIOLO,ISIOLO,MUZD,17306208,AREMIET MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1772,EASTERN,ISIOLO,ISIOLO,DYE5,17306205,BULAMPYA DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1773,EASTERN,ISIOLO,ISIOLO,YSF8,17306206,ELSA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1774,EASTERN,ISIOLO,ISIOLO,552A,17306106,ISIOLO BARRACKS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1775,EASTERN,ISIOLO,ISIOLO,59YN,17306101,ISIOLO BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1776,EASTERN,ISIOLO,ISIOLO,WMYK,17300009,ISIOLO GIRLS HIGH SCHOOL,C1,PUBLIC,INTERGRATED,VI,BOARDING,GIRLS
1777,EASTERN,ISIOLO,ISIOLO,5KU9,17306209,KAMBI GARBA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1778,EASTERN,ISIOLO,ISIOLO,YR5U,17306303,LEPARUA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1779,EASTERN,ISIOLO,ISIOLO,LL9V,17306113,MCK KISIMA 78 SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1780,EASTERN,ISIOLO,ISIOLO,R29X,17306109,MWANGAZA GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1781,EASTERN,ISIOLO,ISIOLO,ABZJ,17306110,NGAREMARA GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1782,EASTERN,ISIOLO,ISIOLO,R4NQ,17306105,NGAREMARA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1783,EASTERN,ISIOLO,ISIOLO,QT2Q,17306104,ST. PAUL'S KIWANJANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1784,EASTERN,ISIOLO,ISIOLO,HYGN,17306204,UHURU MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1785,EASTERN,ISIOLO,ISIOLO,W7V7,17306202,WASO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1786,EASTERN,ISIOLO,MERTI,YG3S,17356104,BILIQO MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1787,EASTERN,ISIOLO,MERTI,8MJ6,17356203,BULESA SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1788,EASTERN,ISIOLO,MERTI,2GM4,17356102,MERTI MUSLIM GIRLS' SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1789,EASTERN,ISIOLO,MERTI,9HG4,17356101,MERTI SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1790,EASTERN,ISIOLO,OLDONYIRO,6VCH,17372302,KIPSING MIXED DAY SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1791,EASTERN,ISIOLO,OLDONYIRO,PMEG,17372304,LABARISHEREKI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1792,EASTERN,ISIOLO,OLDONYIRO,R8K2,17372301,OLDONYIRO SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1793,EASTERN,ISIOLO,SERICHO,FGM7,17373302,BILIQI NUR MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1794,EASTERN,ISIOLO,SERICHO,ZHKU,17373301,SERICHO SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1795,RIFT VALLEY,KAJIADO,ELANGATA WUAS,HSUC,31573402,ILOODOKILANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
1796,RIFT VALLEY,KAJIADO,ELANGATA WUAS,PWVH,31573301,MAGADI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1797,RIFT VALLEY,KAJIADO,ELANGATA WUAS,3H7W,31573303,OLDONYONYOKIE GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1798,RIFT VALLEY,KAJIADO,ELANGATA WUAS,BB52,31573401,OLOIBORSOIT GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1799,RIFT VALLEY,KAJIADO,ELANGATA WUAS,3WVR,31573304,OLOIBORTOTO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1800,RIFT VALLEY,KAJIADO,ELANGATA WUAS,KTWJ,31573305,OLOIKA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1801,RIFT VALLEY,KAJIADO,ELANGATA WUAS,9DXC,31573302,PATTERSON MEMORIAL-OLKIRAMATIAN,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1802,RIFT VALLEY,KAJIADO,ELANGATA WUAS,56CT,31573403,TOROSEI SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1803,RIFT VALLEY,KAJIADO,ISINYA,94FM,31567206,ENKASITI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
1804,RIFT VALLEY,KAJIADO,ISINYA,8QRY,31567110,ERETETI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1805,RIFT VALLEY,KAJIADO,ISINYA,29AE,31567215,ILPOLOSAT SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1806,RIFT VALLEY,KAJIADO,ISINYA,H754,31567109,ISINYA BOYS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1807,RIFT VALLEY,KAJIADO,ISINYA,EE3P,31567107,ISINYA TOWNSHIP SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
1808,RIFT VALLEY,KAJIADO,ISINYA,MBB3,31567104,KAPUTIEI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1809,RIFT VALLEY,KAJIADO,ISINYA,L9AA,31567102,KISAJU DIPAK SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1810,RIFT VALLEY,KAJIADO,ISINYA,VVPQ,31567220,KITENGELA MAGEREZA MIXED HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1811,RIFT VALLEY,KAJIADO,ISINYA,VKMC,31500011,MOI GIRLS ISINYA,C1,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1812,RIFT VALLEY,KAJIADO,ISINYA,B7C7,31567201,NOONKOPIR GIRLS SECONDARY SCHOOL,C1,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1813,RIFT VALLEY,KAJIADO,ISINYA,ZKNL,31567209,OLOOSIRKON MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1814,RIFT VALLEY,KAJIADO,ISINYA,VYPN,31567103,OLTUROTO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1815,RIFT VALLEY,KAJIADO,ISINYA,U6WA,31567212,UTUMISHI SACCO DAY SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
1816,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,LSGN,3151506,ENKORIKA SEC,C3,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1817,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,BTV9,3151515,GENERAL JOSEPH NKAISSERY HIGH,C3,PUBLIC,REGULAR,NONE,BOARDING,Mixed
1818,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,Q66Y,31515117,ILDAMAT BOYS HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
1819,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,JRUB,31515112,KAJIADO TOWNSHIP MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1820,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,4J9N,31515116,NALEPO TAEGONG GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
1821,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,CBA5,3151508,NKOILE BOYS,C3,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1822,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,5NZD,31515101,OLKEJUADO HIGH SCHOOL,C1,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1823,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,FAXJ,31566114,OLOONTULUGUM SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,mixed
1824,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,3AQY,31515102,SAINA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,mixed
1825,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,4BUC,31515105,SAJILONI GIRLS SECONDARY SCHOOL,C3,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1826,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,M9X5,31515111,SENIOR CHIEF RISSA OLOOSUYAN SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1827,RIFT VALLEY,KAJIADO,KAJIADO NORTH,3XNG,31557266,CATHOLIC DIOCESE NGONG TOWNSHIP SECONDARY SCHOO,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1828,RIFT VALLEY,KAJIADO,KAJIADO NORTH,354A,31557208,EMBULBUL MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1829,RIFT VALLEY,KAJIADO,KAJIADO NORTH,W4YX,31557212,EMPAKASI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1830,RIFT VALLEY,KAJIADO,KAJIADO NORTH,B76R,31557204,ENOOMATASIANI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
1831,RIFT VALLEY,KAJIADO,KAJIADO NORTH,6HDJ,31557268,KERARAPON SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1832,RIFT VALLEY,KAJIADO,KAJIADO NORTH,FJQQ,31557206,NAKEEL SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1833,RIFT VALLEY,KAJIADO,KAJIADO NORTH,A9FU,31557230,NKAIMURUNYA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1834,RIFT VALLEY,KAJIADO,KAJIADO NORTH,MCY4,31557224,NKOROI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1835,RIFT VALLEY,KAJIADO,KAJIADO NORTH,TD5W,31557233,OLEKASASI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1836,RIFT VALLEY,KAJIADO,KAJIADO NORTH,T3TN,31557213,OLKERI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1837,RIFT VALLEY,KAJIADO,KAJIADO NORTH,3YA9,31500026,OLOOLAISER HIGH SCHOOL,C1,PUBLIC,REGULAR,NONE,BOARDING,BOYS
1838,RIFT VALLEY,KAJIADO,KAJIADO NORTH,4YXA,31557211,OLOOLUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1839,RIFT VALLEY,KAJIADO,KAJIADO NORTH,NY9P,31557267,P.C.E.A ENOOMATASIANI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
